date,revenue,expenses,profit_margin,cash_flow,anomaly_flag
2024-10-20,110820.22,85304.1,23.0248,3418799.19,False
2024-10-21,127336.37,96784.26,23.9932,3449351.3,False
2024-10-22,110451.99,86128.58,22.0217,3473674.72,False
2024-10-23,120105.15,87446.86,27.1914,3506333.01,False
2024-10-24,110150.12,93439.31,15.1709,3523043.82,False
2024-10-25,120816.57,99401.37,17.7254,3544459.01,False
2024-10-26,117740.1,95515.73,18.8758,3566683.38,False
2024-10-27,114684.21,88342.84,22.9686,3593024.75,False
2024-10-28,115422.25,83442.39,27.7068,3625004.61,False
2024-10-29,111933.42,93811.38,16.19,3599618.96,False
2024-10-30,118364.18,88916.13,24.8792,3629067.02,False
2024-10-31,113201.97,80092.21,29.2484,3662176.78,False
2024-11-01,108786.45,81737.85,24.8639,3689225.38,False
2024-11-02,108526.76,88901.71,18.0831,3708850.44,False
2024-11-03,116977.51,92810.7,20.6594,3733017.25,False
2024-11-04,125174.2,101719.78,18.7374,3756471.67,False
2024-11-05,116975.84,95808.52,18.0955,3777639.0,False
2024-11-06,115387.67,84439.91,26.8207,3808586.75,False
2024-11-07,117759.69,98749.45,16.1433,3827597.0,False
2024-11-08,123702.88,94719.1,23.4302,3856580.77,False
2024-11-09,117409.4,93440.51,20.4148,3880549.66,False
2024-11-10,113759.9,79671.33,29.9654,3873330.81,False
2024-11-11,122577.5,104068.95,15.0995,3891839.36,False
2024-11-12,118644.5,88050.17,25.7866,3922433.69,False
2024-11-13,125070.76,88713.87,29.0691,3958790.58,False
2024-11-14,117208.64,90102.89,23.1261,3985896.33,False
2024-11-15,109022.86,78426.08,28.0645,4016493.1,False
2024-11-16,108173.47,78193.09,27.7151,4046473.49,False
2024-11-17,125679.51,99895.4,20.5158,4072257.59,False
2024-11-18,126074.51,95682.88,24.1061,4102649.22,False
2024-11-19,115000.01,96401.97,16.1722,4121247.27,False
2024-11-20,113784.99,85096.78,25.2127,4149935.49,False
2024-11-21,124443.35,100665.59,19.1073,4173713.25,False
2024-11-22,109509.6,84230.94,23.0835,4198991.91,False
2024-11-23,110695.14,88444.61,20.1007,4221242.44,False
2024-11-24,119553.26,94441.61,21.0046,4246354.08,False
2024-11-25,113487.3,87489.35,22.9082,4272352.03,False
2024-11-26,115681.49,97462.72,15.7491,4290570.8,False
2024-11-27,114701.33,86187.39,24.8593,4319084.75,False
2024-11-28,117528.17,85394.24,27.3415,4351218.67,False
2024-11-29,123632.53,99117.94,19.8286,4375733.26,False
2024-11-30,115949.22,95878.54,17.3099,4395803.94,False
2024-12-01,119058.3,84059.69,29.3962,4430802.54,False
2024-12-02,103443.48,79387.17,23.2555,4454858.85,False
2024-12-03,114887.63,95801.71,16.6127,4473944.77,False
2024-12-04,110222.02,89549.09,18.7557,4494617.71,False
2024-12-05,107968.44,91640.5,15.1229,4510945.65,False
2024-12-06,109828.6,85634.69,22.0288,4535139.57,False
2024-12-07,112848.28,90165.7,20.1001,4557822.14,False
2024-12-08,119905.35,89374.09,25.4628,4588353.4,False
2024-12-09,106943.61,90060.46,15.787,4605236.55,False
2024-12-10,114596.25,86514.48,24.505,4633318.32,False
2024-12-11,111531.23,90426.92,18.9223,4654422.64,False
2024-12-12,112300.98,85401.64,23.9529,4681321.98,False
2024-12-13,119758.74,93923.53,21.5727,4707157.19,False
2024-12-14,116971.33,94509.02,19.2033,4729619.5,False
2024-12-15,121376.09,94229.13,22.366,4756766.46,False
2024-12-16,112748.7,94265.01,16.3937,4775250.15,False
2024-12-17,109532.07,83561.48,23.7105,4801220.74,False
2024-12-18,112063.09,89321.1,20.2939,4823962.73,False
2024-12-19,114551.0,86068.39,24.8646,4852445.34,False
2024-12-20,114020.12,86794.79,23.8776,4879670.66,False
2024-12-21,106742.99,81765.93,23.3992,4904647.72,False
2024-12-22,113208.8,81382.53,28.1129,4936473.99,False
2024-12-23,113816.19,81237.28,28.6241,4969052.9,False
2024-12-24,126505.23,101219.81,19.9877,4994338.33,False
2024-12-25,122716.3,97967.82,20.1672,5019086.81,False
2024-12-26,82248.23,75638.23,8.0366,5025696.81,True
2024-12-27,110224.58,77484.02,29.7035,5058437.37,False
2024-12-28,103478.81,77503.77,25.1018,5084412.41,False
2024-12-29,108170.03,78928.58,27.0329,5113653.86,False
2024-12-30,113028.72,92313.12,18.3277,5134369.45,False
2024-12-31,117777.87,97648.99,17.0905,5154498.33,False
2025-01-01,106843.08,78743.57,26.2998,5182597.84,False
2025-01-02,107066.96,85672.56,19.9823,5203992.24,False
2025-01-03,98624.05,70950.58,28.0596,5231665.72,False
2025-01-04,109385.76,81084.7,25.8727,5259966.78,False
2025-01-05,104229.07,75128.13,27.9202,5289067.73,False
2025-01-06,106959.07,79420.11,25.7472,5316606.68,False
2025-01-07,104848.33,84005.58,19.879,5337449.43,False
2025-01-08,108926.17,91122.08,16.3451,5355253.51,False
2025-01-09,99626.12,72764.76,26.9622,5382114.87,False
2025-01-10,101010.88,78921.0,21.8688,5404204.76,False
2025-01-11,120367.27,96920.77,19.4791,5427651.26,False
2025-01-12,101574.09,85620.7,15.7062,5443604.65,False
2025-01-13,102395.77,81047.18,20.8491,5464953.24,False
2025-01-14,118038.69,87143.95,26.1734,5495847.97,False
2025-01-15,123549.6,98076.35,20.6178,5521321.21,False
2025-01-16,101342.29,75811.5,25.1926,5546852.01,False
2025-01-17,105436.92,89243.84,15.3581,5563045.09,False
2025-01-18,109009.81,82842.16,24.0049,5589212.74,False
2025-01-19,116185.96,93275.74,19.7186,5612122.96,False
2025-01-20,101438.65,71360.48,29.6516,5642201.13,False
2025-01-21,105157.77,79920.88,23.9991,5667438.03,False
2025-01-22,110350.11,91730.31,16.8734,5686057.83,False
2025-01-23,108282.12,85708.99,20.8466,5708630.96,False
2025-01-24,103745.05,79530.07,23.3409,5732845.94,False
2025-01-25,104781.87,88057.7,15.9609,5749570.11,False
2025-01-26,98005.77,81158.34,17.1902,5766417.53,False
2025-01-27,103741.82,77633.36,25.1668,5792525.99,False
2025-01-28,103347.58,80784.97,21.8318,5815088.6,False
2025-01-29,105705.23,81760.21,22.6526,5839033.63,False
2025-01-30,101346.46,80553.24,20.517,5859826.84,False
2025-01-31,106440.33,79842.67,24.9883,5886424.5,False
2025-02-01,108988.3,80284.13,26.3369,5866393.11,False
2025-02-02,104286.04,87277.07,16.3099,5871578.14,False
2025-02-03,105043.02,88087.1,16.1419,5888534.06,False
2025-02-04,103246.24,85332.86,17.3502,5906447.44,False
2025-02-05,102717.61,86974.15,15.3269,5922190.9,False
2025-02-06,98764.8,80172.2,18.8251,5940783.5,False
2025-02-07,103822.66,84584.33,18.53,5960021.83,False
2025-02-08,101453.04,82622.19,18.5611,5978852.68,False
2025-02-09,112335.41,86733.18,22.7909,6004454.92,False
2025-02-10,109415.58,84082.35,23.1532,6029788.14,False
2025-02-11,103131.23,75908.08,26.3966,6057011.29,False
2025-02-12,97072.22,77339.66,20.3277,6076743.85,False
2025-02-13,95067.2,70672.77,25.6602,6101138.28,False
2025-02-14,106390.3,78587.46,26.1329,6128941.12,False
2025-02-15,101470.07,79947.68,21.2106,6150463.51,False
2025-02-16,102297.1,77898.97,23.8503,6174861.64,False
2025-02-17,90951.93,66652.17,26.7172,6199161.41,False
2025-02-18,103998.17,85528.97,17.7592,6217630.61,False
2025-02-19,101387.87,84059.21,17.0915,6234959.27,False
2025-02-20,93392.13,67723.76,27.4845,6260627.63,False
2025-02-21,96304.47,67521.57,29.8874,6289410.53,False
2025-02-22,99675.4,74798.36,24.9581,6314287.57,False
2025-02-23,98384.95,80638.93,18.0373,6332033.59,False
2025-02-24,96448.0,79654.09,17.4124,6348827.49,False
2025-02-25,97124.07,70002.11,27.9251,6375949.45,False
2025-02-26,96154.88,78476.84,18.385,6393627.49,False
2025-02-27,97876.49,70212.25,28.2644,6421291.73,False
2025-02-28,104019.27,78899.59,24.1491,6446411.41,False
2025-03-01,84244.01,71589.83,15.0209,6459065.58,False
2025-03-02,95263.18,69436.25,27.1111,6484892.51,False
2025-03-03,97012.94,70149.53,27.6905,6511755.92,False
2025-03-04,97344.86,74315.02,23.658,6534785.77,False
2025-03-05,93908.44,74464.73,20.705,6554229.48,False
2025-03-06,87068.04,73131.51,16.0065,6568166.02,False
2025-03-07,96779.92,81984.51,15.2877,6582961.43,False
2025-03-08,103190.14,73311.03,28.9554,6612840.53,False
2025-03-09,87489.23,63053.46,27.93,6637276.31,False
2025-03-10,98611.21,80724.19,18.1389,6655163.33,False
2025-03-11,92753.46,68692.73,25.9405,6679224.06,False
2025-03-12,93790.28,78101.73,16.7273,6694912.6,False
2025-03-13,88916.11,71090.03,20.0482,6712738.68,False
2025-03-14,92072.09,65995.13,28.3223,6738815.64,False
2025-03-15,99493.69,82070.29,17.5121,6756239.04,False
2025-03-16,95922.02,69682.88,27.3547,6782478.18,False
2025-03-17,101049.48,77153.73,23.6476,6806373.92,False
2025-03-18,98247.61,76910.95,21.7172,6827710.58,False
2025-03-19,94610.99,73334.39,22.4885,6848987.18,False
2025-03-20,100429.13,80637.0,19.7076,6868779.3,False
2025-03-21,94196.18,75159.42,20.2097,6887816.07,False
2025-03-22,95782.14,81300.49,15.1194,6902297.72,False
2025-03-23,90417.82,76847.3,15.0087,6915868.24,False
2025-03-24,91890.73,71442.18,22.2531,6936316.78,False
2025-03-25,88209.12,63006.0,28.572,6961519.9,False
2025-03-26,95722.45,77456.35,19.0824,6979786.0,False
2025-03-27,85663.03,72513.72,15.35,6992935.3,False
2025-03-28,94399.0,70586.75,25.2251,7016747.55,False
2025-03-29,89803.79,69075.4,23.0819,7037475.94,False
2025-03-30,95793.63,73159.18,23.6283,7060110.39,False
2025-03-31,93714.46,66322.93,29.2287,7087501.92,False
2025-04-01,98363.21,78773.16,19.916,7107091.97,False
2025-04-02,93280.41,70240.21,24.6999,7130132.17,False
2025-04-03,82770.84,67716.45,18.188,7145186.57,False
2025-04-04,89374.72,73717.88,17.5182,7160843.41,False
2025-04-05,84275.61,69374.39,17.6815,7175744.63,False
2025-04-06,87055.94,66380.14,23.75,7196420.43,False
2025-04-07,95967.93,71806.27,25.1768,7220582.1,False
2025-04-08,91923.28,74671.4,18.7677,7237833.97,False
2025-04-09,85836.72,70404.0,17.9792,7253266.69,False
2025-04-10,84308.86,65228.8,22.6311,7272346.74,False
2025-04-11,88824.73,74075.79,16.6045,7287095.68,False
2025-04-12,83165.88,60011.36,27.8414,7310250.2,False
2025-04-13,85461.81,71092.29,16.814,7324619.72,False
2025-04-14,89687.77,64074.22,28.5586,7350233.26,False
2025-04-15,93289.57,67451.05,27.6971,7376071.79,False
2025-04-16,90764.93,70803.54,21.9924,7396033.17,False
2025-04-17,77897.76,55317.37,28.9872,7418613.57,False
2025-04-18,89211.13,63154.44,29.2079,7444670.26,False
2025-04-19,88091.17,61670.67,29.9922,7471090.76,False
2025-04-20,89494.89,68503.64,23.4553,7492082.01,False
2025-04-21,94668.13,77267.52,18.3806,7509482.62,False
2025-04-22,78476.68,55343.77,29.4774,7532615.52,False
2025-04-23,84838.0,67687.04,20.2161,7549766.49,False
2025-04-24,49426.78,40701.42,17.6531,7558491.84,True
2025-04-25,80369.36,58283.87,27.48,7580577.33,False
2025-04-26,93636.91,67608.62,27.797,7606605.63,False
2025-04-27,88741.83,73577.64,17.088,7621769.82,False
2025-04-28,90762.52,74740.09,17.6531,7637792.24,False
2025-04-29,84536.5,66009.59,21.9159,7656319.15,False
2025-04-30,90507.79,74477.05,17.712,7672349.9,False
2025-05-01,91565.77,65370.03,28.6087,7698545.64,False
2025-05-02,87891.05,66724.45,24.0828,7719712.24,False
2025-05-03,87859.03,71224.65,18.933,7736346.62,False
2025-05-04,87980.92,64984.27,26.1382,7759343.27,False
2025-05-05,83032.32,67492.76,18.7151,7774882.83,False
2025-05-06,86113.63,66792.04,22.4373,7794204.42,False
2025-05-07,86071.9,69936.85,18.746,7810339.46,False
2025-05-08,88379.97,68026.23,23.0298,7830693.2,False
2025-05-09,91040.98,68752.84,24.4814,7866297.46,False
2025-05-10,82111.01,60177.38,26.7122,7888231.08,False
2025-05-11,86155.71,63001.96,26.8743,7911384.83,False
2025-05-12,93122.11,75682.54,18.7276,7928824.41,False
2025-05-13,83483.21,59927.3,28.2163,7952380.32,False
2025-05-14,83153.17,59279.68,28.7103,7976253.81,False
2025-05-15,87611.72,63644.98,27.3556,8000220.55,False
2025-05-16,90417.62,65670.5,27.3698,8024967.67,False
2025-05-17,86829.52,71501.17,17.6534,8040296.02,False
2025-05-18,92577.83,70338.41,24.0224,8062535.44,False
2025-05-19,90563.94,76848.78,15.1442,8076250.6,False
2025-05-20,90539.13,65240.84,27.9418,8101548.89,False
2025-05-21,89333.6,71290.98,20.1969,8119591.51,False
2025-05-22,97094.96,74501.88,23.2691,8142184.59,False
2025-05-23,86132.16,65368.95,24.1062,8162947.81,False
2025-05-24,78357.9,65136.0,16.8737,8176169.72,False
2025-05-25,94132.25,79667.83,15.3661,8190634.14,False
2025-05-26,85211.96,70805.08,16.9071,8205041.02,False
2025-05-27,87748.28,63954.9,27.1155,8228834.4,False
2025-05-28,93071.26,68232.37,26.688,8253673.29,False
2025-05-29,80425.95,64212.97,20.1589,8269886.27,False
2025-05-30,82036.38,60982.77,25.6637,8290939.88,False
2025-05-31,80586.78,65292.11,18.9791,8306234.54,False
2025-06-01,84209.99,66101.74,21.5037,8324342.8,False
2025-06-02,89717.53,70216.2,21.7364,8343844.13,False
2025-06-03,90191.37,74343.13,17.5718,8359692.37,False
2025-06-04,89207.7,71953.14,19.342,8376946.93,False
2025-06-05,81877.43,57640.62,29.6013,8401183.75,False
2025-06-06,78024.3,55195.86,29.2581,8418185.2,False
2025-06-07,88570.28,69991.22,20.9766,8436764.25,False
2025-06-08,86364.7,66753.76,22.7071,8456375.19,False
2025-06-09,90610.68,66963.8,26.0972,8480022.06,False
2025-06-10,91818.53,70039.03,23.7202,8501801.57,False
2025-06-11,89452.28,72786.12,18.6313,8518467.73,False
2025-06-12,92356.87,76101.3,17.6008,8534723.3,False
2025-06-13,90137.47,70684.31,21.5817,8554176.46,False
2025-06-14,91626.66,69435.18,24.2195,8576367.94,False
2025-06-15,86259.38,63884.08,25.9395,8598743.23,False
2025-06-16,88757.74,69079.06,22.1712,8618421.91,False
2025-06-17,90600.99,67698.19,25.2788,8641324.71,False
2025-06-18,93565.57,73412.89,21.5386,8661477.4,False
2025-06-19,88269.13,70747.52,19.8502,8678999.01,False
2025-06-20,92559.7,65709.23,29.0088,8705849.48,False
2025-06-21,89178.47,62439.21,29.984,8732588.75,False
2025-06-22,90021.92,65881.78,26.8158,8756728.88,False
2025-06-23,94495.1,78825.61,16.5823,8772398.37,False
2025-06-24,81853.36,65232.51,20.3056,8789019.22,False
2025-06-25,85192.44,61832.17,27.4206,8812379.49,False
2025-06-26,84520.53,70451.21,16.646,8826448.81,False
2025-06-27,80803.23,62258.36,22.9507,8844993.69,False
2025-06-28,88562.35,68318.22,22.8586,8865237.82,False
2025-06-29,95311.25,80093.03,15.9669,8880456.05,False
2025-06-30,90757.97,64340.42,29.1077,8906873.61,False
2025-07-01,93185.66,68237.69,26.7723,8931821.58,False
2025-07-02,97516.34,76829.78,21.2134,8952508.14,False
2025-07-03,98842.54,72088.14,27.0677,8979262.54,False
2025-07-04,92580.74,74243.19,19.8071,8997600.1,False
2025-07-05,99419.28,72786.23,26.7886,9024233.15,False
2025-07-06,93765.13,67030.21,28.5126,9050968.06,False
2025-07-07,89638.72,65530.19,26.8952,9075076.6,False
2025-07-08,90992.09,69464.28,23.659,9096604.41,False
2025-07-09,87046.18,63232.15,27.3579,9120418.44,False
2025-07-10,90048.84,64853.52,27.9796,9145613.76,False
2025-07-11,92773.23,76912.93,17.0958,9161474.06,False
2025-07-12,98502.22,73685.53,25.194,9186290.75,False
2025-07-13,103100.64,77749.62,24.5886,9211641.77,False
2025-07-14,88593.27,62749.78,29.1709,9237485.27,False
2025-07-15,97284.19,73313.89,24.6395,9261455.56,False
2025-07-16,90675.56,87576.57,3.4177,9264554.56,True
2025-07-17,98172.03,77710.31,20.8427,9285016.28,False
2025-07-18,95511.64,69800.72,26.9191,9310727.2,False
2025-07-19,87565.48,72964.36,16.6745,9325328.32,False
2025-07-20,101124.46,84888.93,16.055,9341563.85,False
2025-07-21,93959.27,67178.49,28.5025,9368344.63,False
2025-07-22,94549.84,67708.13,28.389,9395186.34,False
2025-07-23,92187.97,66126.34,28.2701,9421247.97,False
2025-07-24,94458.85,74899.76,20.7065,9440807.06,False
2025-07-25,100005.65,71833.6,28.1705,9468979.12,False
2025-07-26,97240.75,80501.47,17.2143,9485718.4,False
2025-07-27,100047.2,81352.45,18.6859,9504413.14,False
2025-07-28,100476.87,82689.58,17.7029,9522200.43,False
2025-07-29,105487.52,82165.19,22.1091,9545522.77,False
2025-07-30,97516.26,82840.22,15.0498,9560198.81,False
2025-07-31,92135.21,65105.16,29.3374,9587228.86,False
2025-08-01,105069.1,79872.46,23.981,9612425.51,False
2025-08-02,98355.02,73627.63,25.1409,9637152.9,False
2025-08-03,105868.11,89172.38,15.7703,9653848.63,False
2025-08-04,102474.52,80599.2,21.3471,9675723.96,False
2025-08-05,100154.28,82219.52,17.9071,9693658.72,False
2025-08-06,102846.79,74620.61,27.4449,9721884.9,False
2025-08-07,69437.0,58798.91,15.3205,9732522.99,True
2025-08-08,112176.03,86913.53,22.5204,9757785.48,False
2025-08-09,102245.86,79143.49,22.5949,9780887.85,False
2025-08-10,102980.64,87083.79,15.4367,9796784.69,False
2025-08-11,107944.56,81725.89,24.289,9823003.36,False
2025-08-12,98360.03,74717.11,24.0371,9846646.29,False
2025-08-13,104687.59,82463.77,21.2287,9864323.5,False
2025-08-14,103109.23,74156.97,28.0792,9893275.76,False
2025-08-15,105137.24,78659.77,25.1837,9919753.22,False
2025-08-16,99457.68,72502.78,27.1019,9946708.12,False
2025-08-17,95781.5,68530.95,28.4507,9973958.67,False
2025-08-18,93507.43,77603.84,17.0078,9989862.26,False
2025-08-19,98745.14,77850.64,21.16,10010756.76,False
2025-08-20,102451.38,77227.94,24.6199,10035980.2,False
2025-08-21,103582.12,78857.11,23.87,10060705.21,False
2025-08-22,115597.7,88400.78,23.5272,10087902.13,False
